2,1,2,Mercury,gray,58,0.055
3,1,2,Venus,blue,108,0.815
4,1,2,Earth,blue,151,1
5,1,2,Mars,red,208,0.107
6,1,2,Jupiter,brown,769,317.8
7,1,2,Saturnus,beige,1494,95.16
8,1,2,Uranus,blue,2960,14.54
9,1,2,Neptunus,blue,4476,17.15
10,1,2,pluto,white,5600,0.0022
